content,label
Belajar jadi oposisi dimana partai ini. [REPPUNC] kok nyinyir dan provokatif sekali. Ini tanda juga tidak mampu jadi oposisi yg baik. [url] [CAPS],1
"berita Via Vallen dapet dm [CAPS] dari pemain sepak bola yang terkesan ""menggoda"" atau sexual harassment, liat komennya pada bilang lebay dan gak harus di publish karena hal kek gitu ""biasa aja"" dan parahnya yang nyinyir perempuan juga [EMOTICON] miris",0
"Abis jengukin temen yg sakit parah. Terus terenyuh sama kata2nya, ""saya ga takut sama penyakit saya, saya cuma takut ramadhan saya ga dapet berkah"" Ya Allah Mohon doa, buat kesembuhan temen kantor saya, Tb adriana Pramudya bin tb dasep. [url] [CAPS]",0
"[username] [CAPS] Masalahnya banyak bgt sih yg gamau belajar dari sejarah. Padahal sejarah dunia ya gitu2 aja, muter2 disitu. Tapi gue lebih miris sama org yg masih menganggap Saudi dan us [CAPS] adalah dua kubu yg bersebrangan",0
Liat temen-temen udah pada kewong aja. Ngeri juga kalau w mikirin sampe kapan ya w kewong dengernya itu loh. Masalahnya w belum kepikiran masih takut,3
Ya nasib 3 thn eh 4 thn sudah nggak lebaran di rumah plus lebaran ini sepertinya begitu. [REPPUNC] padahal bayangannya tahun ini lebaran dirumah nyatanya lebaran dikantor (lagi #nasib #alhamdulillah,0
sunda [CAPS] kelapa [CAPS] Alhamdulillah abis tarawih di Masjid Agung Sunda Kelapa. Nikmat sekali. 23 rekaat tapi nikmat karena bacaan imamnya mantap. Ini masjid persembahan Gubernur Ali Sadinin utk masyarakat Jakarta. Yuk coba tarawih di sini Pak Gub [username] [CAPS] dan Pak Wagub [username] [CAPS] [url] [CAPS],4
"Efek pintu tol slipi arah semanggi ditutup, macet parah di sini. Pak polisi bukan ngatur malah jagain jalur busway [username] [CAPS] [username] [CAPS] [username] [CAPS] [url] [CAPS]",1
"[username] [CAPS] [username] [CAPS] Setuju bang yg beginian bikin hidupnya gk tenang aj ya,gk mikirin yg lain ky gmn nyari orderan pengen enak sendiri aj jadinya,gw aj gedeg bener yg bikin opik begituan",1
Para raja dan sultan yang tergabung dalam Forum Silaturrahmi Kraton Nusantara merasa bangga dan terharu mendapat undangan dari Presiden [username] [CAPS] ke Istana. Menurut mereka Presiden benar2 memperhatikan budaya Nusantara [url] [CAPS],4
cewek-cewek lain kalo bikin instastory suaranya pada cakep bgt [ELONG] alus gitu ye kan. kalah manisnya gula mah. lah w dengerin suara sendiri aja kek tikus kejepit [EMOTICON] annoying bgt suara qu wkwkwk,0
"[username] [CAPS] Yess aku terlalu pemilih dan kriteriaku suka ketinggian gitu, terlebih lagi aku bosenan, takut aja gitu pas udah nikah tau tau bosen [EMOTICON]",3
"Buat saya, apa yang dilakukan Via Valen simbol perlawanan yang perlu didukung, apapun profesinya wanita tetap harus dihormati dan dihargai [url] [CAPS]",4
"sebab [CAPS] mundur [CAPS] adalah [CAPS] sebuah [CAPS] penghianatan, [CAPS] dibelakang [CAPS] pagar [CAPS] tribun [CAPS] kami [CAPS] terus [CAPS] bersuara [CAPS] untuk [CAPS] bangkitkan [CAPS] semangat [CAPS] pemain [CAPS] dilapangan! [CAPS] ini [CAPS] suara [CAPS] kami. [CAPS]",1
"Sebagai manusia yang punya phobia tempat sempit dan sesak, liat penyelamatan anak anak yang terjebak di dalam gua di Thailand, cm bs berdoa, merinding, pengen nangis :"") bergidik liat medannya. #ThaiCaveRescue",0
[username] [CAPS] @ bapak presiden yang terhormat.mohon bantuan jalan kami di kota pasuruandan kabupaten pasuruan rusak parah. Mohon bantuan bapak presiden untuk meninjau jalan kota pasuruan dan kabupaten pasuruan jawa timur. Rakyat tersiksa dengan jalan yang rusak,0
"[Satu menit kemudian] Ternyata bukan dari satu menit yg lalu, tapi sejak dua hari yang lalu gw udah jatuh cinta sama lu. [REPPUNC] Salah sapa coba?",2
"Kemarin habis sulam alis 6D, dan hari ini terlihat masih ketebalan kaya sincan karna hasil lukanya mengering. Biasanya peel off setelah 7 hari ntar hasilnya kaya bulu alis alami. Semoga ye, gak sia-sia wa nahan sakit sama jauh-jauh ke kelapa gading. [REPPUNC] [url] [CAPS]",3
Kppn punya akun fb? Ig? Twitter? Apa yg boleh dipost kppn dan apa yg enggak? Apa yg bisa diketahui umum apa yg enggak? Apa kami sempet update medsos kantor sdgkan medsos kami jg susah cari konten. (dyaar),0
"Selamat jalan adik kami, Semua yang hidup pasti akan meninggal, dan kembali kepada Allah inna lillahi wa inna ilahirojiun",0
"anjiir via vallen digituin sm nih org dan dia casually cm blg ""are u angry"" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa",1
"[username] [CAPS] intinya mah lakukan perubahan di dunia nyata aja apapun hasilnya, daripada cuma sampaikan opini di socmed yang seringnya malah nimbulin pro kontra tanpa merubah keadaan yg ada",0
"Jahat banget mbaknya,semoga mbaknya nggak jadi korban sexual harrasment juga yaa mbak biar ngga ngerasain gmana rasanya di lecehkan. Wah kesel bacanya pengen bilang tolol ke si mbaknya [EMOTICON] [url] [CAPS]",1
#ilcbpip [CAPS] satu lagi travel meler katanya anti asing tp sok2 bicara pake gaya asing. [REPPUNC] mulut bau. [REPPUNC] lalu Ko bikin apa Pak Kiyai ! [REPPUNC] [url] [CAPS],1
"Menurut penelitian ku 'orang yg paling susah di nasehatin adalah org yg jatuh [CAPS] cinta [CAPS] uda dibilangin masih aja [ELONG] ngomong dia ga gitu, ga gini' harus ekstra sabar.",1
"terus tadi ada orang dari dinas ngambil sampel air katanya keluar hasilnya minggu depan, [ELONG] aku jadi agak takut kalo mengetahui fakta ada binatang apa yg hidup di air tersebut, [ELONG]",3
"Bisa gak sih situ sekali aja mikir sendiri kalo mau ngerjain tugas, gausah sok""nanya (liat dong punyamu buat acuan aja, aku mau ngerjain nih nanti tapi bingung), tolong ya karena situ udah keseringan kayak gitu, jadi ku pasti tau dari awal itu cuman alibi",1
Setelah #RecehkanTwitter muncul #OldMoneyGakNgerasain nah sekarang lagi rame #AksiBelaVia ku merasa sangat uptudate dan bersyukur. Anti uninstall twitter twitter club.,4
"Ketika ditanya alasan mengapa aku mencintai dia, aku tak pernah bisa menjawab. Aku digerakkan oleh cinta tuk mencintai dia, bukan aku yang menggerakkan cinta. Cintalah yang menyatukan aku dan dia, bukan aku yang menyatukan cinta dengan dirinya.",2
"Sebenernya sy miris jg, siapa org yg mengakulturasikan gaya dan faham casual di kalangan supporter Bandung, seiiringnya waktu berjalan, lalu timbul lah beberapa organisasi yg mengatasnamakan Casual.",0
"cinta mulai menutup logikaku dan meniupkan sukmanya ke dalam hatiku. Sehingga apapun yang kamu lakukan adalah sempurna bagiku, sampai aku tidak menemukan keganjilan dalam dirimu.",2
"demi apapun baru aja ngalamin kejadian ini, pas gue balik ujian. siang2, lagi macet, tiba2 ada org gila ini teriak2 disamping gue jelas bgt omongannya kaya cerita dibawah ini. spot jantung gue, takut bgt sumpah",3
[username] [CAPS] hallo min kuota saya masih 9gb [CAPS] tp kok gak bisa dipakai? Katanya kuota saya udah habis. Ini gmn ya? Mohon bantuannya [url] [CAPS],1
"[username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] nek sinh mas drumer kui yo jelas cinta terindah no, kenangan tak terlupakan.. di mention wae cur..",2
"[Obrolan dengan dospem 1 & 2 di grup wa [CAPS] menjelang besok sidang] Dos 1: Fir, latar belakangmu masih kurang kuat~_~ Dos 2: Menurut saya, latar belakang sudah cukup, hanya kurang kuat di 'Tujuan penulisan' Saya: Baik sensei saya revisi *habis itu revisi bab 1*",0
"[username] [CAPS] [username] [CAPS] Sabar terus hehehee, engga mereka gatau kalau mereka tau aku udah diceramahin panjang lebar nanti disangka aku gak sayang Allah lah, dll [EMOTICON]",0
"Tuhkan, apple tuh kalo kasih update ga tanggung - tanggung, hp yang paling jadul pun masih diberi update, ngga kaya android yang setelah setahun dua tahun udah ditinggalin [EMOTICON] [url] [CAPS]",4
rambutnya yang telah dan semakin memutih. Dan badannya serta lengannya tak lagi kuat untuk menjagamu dari bahaya. Papa telah menyelesaikan tugasnya.,2
"Nggak ngerti lagi sama ciwi-ciwi yang nyinyirin Via Vallen ini,. Dia itu korban sexual harassment loh. Sesusah itukah untuk saling support satu sama lain gurlzz?",1
"Sayang banget sama orang2 ini. Semoga selalu sehat dan bahagia, diberikan limpahan rezeki dan jodoh yg baik. See u in another trip my loves! [url] [CAPS]",2
"Baru sehari, masih ada beberapa hari ke depan yg lebih padat tapi sangat menyenangkan. Wish me luck and healthy aja deh buat seminggu ke depan *fingers crossed*",4
"rt [CAPS] [username] [CAPS] Dia suka mengopi, tapi tidak bersamamu. Dia suka jalan-jalan, tapi bukan jalan denganmu. Dia suka apa saja yang juga kau suka, tapi dia tidak menyukaimu..",0
"[username] [CAPS] peng aku stalk akun twitternya juned dan memori sma [CAPS] benar2 kyk otomatically re-play in my brain. [REPPUNC] kangen kalian kangen [username] [CAPS] dan isinya, kangen ketawa ketiwi di kantin trs nongkrong di hums delima atau ke hums msg2 anggota buat mak",0
sini berobat sama saya ini ngantri dokter saja sudah kek mau ngantri sembako panjang bener~,1
"Jadi wanita jangan suka menghancurkan hubungan orang. Jgn bangga berhasil merusak kebahagian orang. Silahkan saja, tapi ga berkah bahagianya nanti hehe.",1
hua [ELONG] [CAPS] jujudd [ELONG] [CAPS] sayang [CAPS] banget [CAPS] aih [CAPS] ! [REPPUNC] aku [CAPS] harap [CAPS] juga [CAPS] jujud [CAPS] juga [CAPS] jangan [CAPS] pernah [CAPS] ninggalin [CAPS] kita! [CAPS],2
"'Liv, jgn lupa ingetin gue ya kalo gue ngeluh mulu.' 'Liv, jgn lupa ingetin gue ya kalo positive vibe gue di dunia nyata dah mulai jarang' Apalagi ya",3
aww [CAPS] thank [CAPS] you [CAPS] ainin [CAPS] sayang [CAPS]. aamiin [CAPS] moga [CAPS] moga [CAPS] dipermudahkan [CAPS] I love you even more hahahahhaa okey I'll change right now ! [REPPUNC] Hehehehe thank yiu againss,2
"bukan maksud membela diri,semua punya kesalahan. mungkin soal kerjaan,pertemanan dll. tp disaat pembelaan yg saya lakuin itu nyata adanya kenapa. [REPPUNC] sudahlah!",0
Bagaiman kabar jantung mbak-mbak yg megangin micnya? Udah bertahun tahun dr jaman gua sma tapi masih aja ngena heran gua semudah ini gua makin jatuh cinta sama canyol.,2
"Lagi ngoceh soal artis xx yg di follow masku..ya ngoceh dikit Temen kerja gue komentar ""haha kasian ya lu beli tiket mahal cuma salaman kaga di folbek"" I was like ""-_-"" [ELONG] Pfftt Males ngobrol ama orang gblk emang",1
saking asiknya test organo gak sadar pabrik udah sepi dan kekunci di dalem untung aja masih ada sinyal buat ngabarin orang kantor~ udah gitu aja.,4
"aku sayang semua mutualku, maap kalo belum bisa jadi mutual yang baik buat kalian, luv #TeenChoice #ChoiceFandom #btsarmy [CAPS]",2
"Beberapa orang tetap bisa menikmati hidup walaupun belum di pertemukan dengan pasangan karna ia memiliki sahabat dan banyak teman.. Dari orang2 terdekatnya, ia tak pernah merasa kekurangan kasih sayang",4
ih wowo saya pemaf kok tapi maaf saya pendendam tidak-ush minta akun kalau bwat di delcon picik otak lo!,1
sore kak rica ^_^ sudah makan kan [EMOTICON] semangat terus ya kak [EMOTICON],4
"Diucapin Happy Birthday sama bapak, heran2 gua kan udah lewat 3 bulan lalu. Ternyata berdasarkan kalender Hijriyah, tepat hari ini, 20 Ramadhan 1414 H gua lahir. Ok, i accept that",4
kamu apa kabar sayang,0
"Keren ! [REPPUNC] Kira-kira masih ada nggak yg bilang Pak [username] [CAPS] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an",4
"Akhir2 ini merasa sendiri terus. Iya sih, gaada yg bisa diharapin. Masing2 punya kehidupan dan kesibukannya masing2. Sekedar utk cerita aja susah. Sahabat memang susah nyarinya. Jadi bersyukurlah yang punya sahabat dikalan happy dan susah namun mereka selalu ada disisi kita",0
"Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha",0
"Aku tidak membenco hujan sore itu, Aku hanya kecewa dia pergi saat mentari mulai bersinar. Lenyap. Seperti kisahku dan kamu~ #masihtentangJuni #ceritaKaa",0
"kami pemuda/i Indonesia bangga, [CAPS] Bahwa Indonesia mempunyai pemimpin2 hebat tak [CAPS] sekedar [CAPS] kata [CAPS] tapi [CAPS] terlalu [CAPS] banyak [CAPS] tindakan. [CAPS] Doa kami rakyat Indonesia semoga selalu jujur n bijaksana [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS] [username] [CAPS]",4
"Dulu, dia nampak seperti seorang lelaki yang lurus, innocent, baik, tapi aku dah tertipu habis sebab dah buta dengan perasaan cinta dan sayang dekat dia [EMOTICON]",0
"Hmm Thailand boleh juga tuh. Kebetulan saya suka wisata kuliner sih, tapi ngeri disana banyak yg gak halal, nanti malah gak makan apa2.",3
[username] [CAPS] [username] [CAPS] gitu amat mukanya ahahaha kmrn kalo taehyung kan cuma 'oh kite menang lagi' ini jimin anjir hahahaha tengil bgt mukanya,4
"kalau begitu aku ingin mengatakan kepada Desi: aku sayang kamu, Desi. aku suka kamu, Desi. ini adalah ungkapan perasaanku kepada Desi terlepas apakah dia memendam rasa yang sama atau tidak. [url] [CAPS]",2
Aku bersyukur segala hal untuk pertama kali kulalui dgnnya. Akupun bersyukur atas semua hal yg membuat senyum diwajahnya aku ada bersamanya. Tak peduli saat marah dtng kami tak lama jika berjauhan. Mungkin krn aku yg terlalu sering mengerjar dan ibumu terlampau kasihan pdku.,4
"Yang berat itu bukan rindu, dilan. Tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik. Katanya ada yang bilang tema dan judul yang saya ambil, sangat cocok dengan pengalaman pribadi saya. Bisa dikatakan iya juga bisa tidak sih.",0
"ini kakinya diapain sih harusnya ya ampun sakit banget nyeri. orang rumah udah pada jengah kali ya, aku aduh-aduh mulu gara2 serangan mendadak di kaki",0
"Niat hati mau regis sim card, udah selesai masukin nomor nik [CAPS],eh malah ada nomor kk. [CAPS] Mana gw tau lah gblk. [REPPUNC] emang kk [CAPS] gw yang megang, emang gw yang nyimpen. Kenapa juga harus kk?",1
Nangroe Aceh Darussalam memang Istimewa Al Fatihah buat Teuku Markam dan salam hormat buat keluarga Teuku Markam dari kami rakyat Indonesia [url] [CAPS],2
"Cuma liat notifikasi wa [CAPS] dibalas, senengnya setengah mati,gembiranya berhari-hari. ig [CAPS] story diliat dan ig [CAPS] post di cinta, girangnya kebawa mimpi. Jatuh cinta itu seringkali bikin seseorang jadi kekanak-kanakan lagi ya. [REPPUNC] [url] [CAPS]",2
"Jika datangmu sudah tidak menggenapi, pergimu pun tidak mengganjilkan, untuk apa kamu dilahirkan? Sebaik-baik manusia adalah yang berguna bagi sesamanya.",0
bicara asal ngejiplak saja sok tahu sangat sih (at sos wisma slipi lt 7),1
"di setiap pandangan mata,genggaman tangan,pelukan hangat,ada definisi cinta bagi tiap pasangan,ada pemahaman yang berbeda,ada pengertian yang berbeda,mungkin kamu akan lebih banyak terluka,tapi itu tidak akan membuatmu berhenti mencari cinta. A Perfect Love",2
"Bagaimana ya. Jalur yang dilewati juga jalur lewat truck juga. Aku mikir gini ""sayang gak sih sama nyawa?"" Dan beberapa umpatan lainnya. Dan jalan itu kurang penerangan dan banyak sekali yang ngelawan arus jalan.",3
"Pengen rasanya pacu fisik lagi, biar tetep terjaga tapi puasa gini bikin labil, persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya, ayodong semangat!",4
"Masih di spam nihh sama Indosat [username] [CAPS], padahal ku sudah melakukan segala nasehat yg dianjurkan mimin2 yg membalas twit sambatku ini Terhitung sudah 20 sms sejak jam 11 tadi. Pacarku aja ga posesif gini lhoo",1
[username] [CAPS] baru penumpang yamg mau naik. [REPPUNC] kadang saya suka gemes [ELONG] mau turun mereka ini sudah berjubel dipintu.. iya sih mereka mencari nafkah.. tp jangan seperti ini biarkan kami para penumpang turun dulu. Trimakasih,1
"paling seneng kalo berobat di bandung. sama konsulen bisa sharing, becanda. lah kalo di bali ngeliat konsulen cuma bisa nunduk sambil senyum kecut",4
Tp iya sih dosa lo banyak sm gue. Tp aku tetep cinta kok muahh,2
"Aku gak salah bila mohon pd [username], [CAPS] segera Perintahkan menkes [CAPS] utk menambah Ruangan Khusus ""Sakit Jiwa"" pd stiap Rmh Sakit. Sbab, tdk menutup kemungkinan, usai [CAPS] pilpres, [CAPS] stiap Rmh Sakit akan dibanjiri Pasien ""Sakit Jiwa"". Tanda2 kearah sana itu sdh ada. Saat ini banyak yg stress [CAPS]",3
[username] [CAPS] setidaknya beri saya kejelasan uang saya..dan langkah2nya ketika nasabah memiliki problem seperti ini..sudah satu bulan lebih loh..tolong yang Bank Mandiri terutama untuk Kantor Cabang Sabang Jakarta Pusat,1
"Dulu ada orang yang membawa segudang kata ajaib dan itu bisa menenangkan saya, bahkan merubah mindset saya waktu itu. mungkin saya sekarang membutuhkan orang seperti itu. orang yang membawa berpikul-pikuk cerita dan tak sabar ingin diceritakan.",0
"Tak yakin ku kan mampu hapus rasa sakitku. Ku selalu perjuangkan cinta kita, namun apa salahku? Hingga ku tak layak dapatkan Kesungguhanmu. [REPPUNC]",0
"Wah gila sih, ini lokasinya mirip2 selly oal &amp",4
"Oppa nih [ELONG] aku ada flower bucket buat qm,maafin aku udh bikin km ngambek krn gk ngabarin tadi, akuu sayang kamu [ELONG]",2
"Sebagai anggota komite medik di rs [CAPS] tempat sy bekerja, kami kdg membicarakan death case di rapat komite medik. Membicarakan pasien yg meninggal dlm perawatan di rs [CAPS] bagaimanapun tidak pernah menyenangkan wlopun bukan pasien sendiri pun",0
[username] [CAPS] [username] [CAPS] Halahh [ELONG] di kritik dikit langsung ciduk. [REPPUNC] apalagi ketemu. [REPPUNC] noh kacung2mu braninya emang di medsos doank giliran diskusi terbuka plangaplongo.. ngalor ngidul kabur [ELONG],1
"dan konten ask fm cuma seru2an aja sama temen2 ngga ada yg berbau seks sama sekali, jawabin pertanyaan juga yg normal2 aja tapi kok banyak yg mention kayak gitu ya, sedih akutu",0
Klo boleh jujur gua kadang ngerasa sebel sm itu org. Tau ko klo emg cinta bgt sm w1 tp gausah segitunya. Sungguh. Bnrbnr gamau kalah bgt sumpah.,1
"Lu harus tau rasanya sedeket itu sm orang gila takut bgt gua tuh. [REPPUNC] Trs temen gua ternyata denger dia bilang ""wah gede jg ya pahanya"" Yalord. Aing teh cm mau piknik naha ada geginian ! [REPPUNC] Terus akhirnya w nelpon temen pake ngomong seakan akan dia bapak gua dan nyuruh jemput [EMOTICON]",3
"Untuk setiap yang aku sayang, mungkin aku tak selalu ada di sisi kamu selamanya. Namun aku akan sentiasa doa, Moga tetap teguh dalam jagaan",2
Semua tak sama Tak pernah sama Waktu yang terus berputar tidak akan pernah Sama dengan yang tlah terjadi. Menikmati setiap detik keadaan itu akan lebih menghargai waktu yang Tuhan berikan untuk kita..,0
"Kita mah ngerasa ga enak kalo membiarkan orang, soalnya udah sering ngerasain ga enaknya di biarkan sama orang. Tapi kok gitu sih mereka. [REPPUNC]",1
Dia itu beda dia yg ngenalin semua hal yg ga pernah gue tau sebelumnya dia yg gapernah nunjukin apa apa disosmed dia yg ngajarin gue buat cinta sama alam makanya gue gabisa move on ampe sekarang He's the one ! [REPPUNC],2
"saking terlalu banyak mikir, terlalu jauh pikiran gue, trs jd takut sakit hati, in the end gue yg nyakitin diri gue sendiri.",3
"Hati-hati jika belanja di [username] [CAPS] barang tidak dikirim,uang tidak kembali",1
Love this pic terima kasih atas waktu yang sangat indah Note:abaikan muka gw yang kaya babu @ Pantai Legon Prima Anyer,4
"Selamat ulang tahun himasifo, aku mendoakan yg terbaik untuk mu dalam segala hal semoga bisa memberi manfaat bagi jurusan, almamater dan bangsa. Terimakasih mas hilman yg dulu mengajak ku untuk ikut dan menjadi bagian dari team mu.",4
"Ndak usah jauh jauh mikir besok pemimpinmu siapa, mikir nanti sahur makan apa aja dulu. Kalo masih berharap dapet takjil saur on the road, fix nggak usah sok koar koar deh gonta ganti pemimpin xixixi",1
Kain batik asli Indonesia Pahat kayu buat bikin bangku Makin asik dan hati bahagia Liat yg ayu @8rianna_ penguasa hatiku [username] [CAPS] [username] [CAPS] #IniSahurTIKETCOMHariKe20,4
Happy birthday to us [username] [CAPS] and happy 6th anniv wkwkwk Bentar lagi kita putus huhu aku harus cari pacar baru [EMOTICON] [url] [CAPS],4
"[username] [CAPS] Anjay, serem baca replyannya. Dulu gue daftarnya Tekkim karena suka kimia tapi gk lolos. Untung nyasar ke Farmasi, fisikanya gak begitu banyak",3
kadang aku terasa sesuatu. takut. takut akan tidak memperoleh yang aku ingini. takut akan kehilangan yang aku ada. takut akan semuanya berubah sekelip mata.,3
"Kok ngeri bacanya.. Ibuku juga bilang gitu sih, efeknya tuh ke mata. Jd mending gausah.",3
"Yah kalo mau ""ke jalan lebih baik"" apa gak bagusan di kasi aja alat musik itu ke kawan kawan yang berbeda ""servernya"", kalo gak mau temen temen yang sama ""servernya"" terjerumus ke hal yang kau maksud tidak baik itu. Jangan di hancurkan lah..",0
"Menikmati setiap denyut jantungku merasakan setiap hirup nafas ini,perlahan sadar setiap mata ini membuka dan kembali menutup. Rasakan, nikmati, renungkan,mulai Menutup mata, menghelai nafas panjang dan tersenyum, merasa tubuh ini seakan melayang lepas bersama seluruh nikmat-NYA",4
"Harap diperjelas Pak Ketua [username] [CAPS] agar masyarakat paham, mana atau apa kriteria gratifikasi lebaran yg dilarang itu & dimasyarakatkan kriteria itu. [REPPUNC] ?",3
"Saat sendiri, hanya saya yang tau dan mungkin baru-baru ini saya rasakan yg sebenarnya saya alami disana Tertekan, ya saya tertekan disana Malu, takut, merasa bodoh",3
