content,label
dan you <username> mengklarifikasi tanpa kordinasi kan ! [REPPUNC] :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: Piye iki jubir <username> wkwkwk <link>,0
Waspada provokator jangan mau percaya berita yang sifatnya provokasi <hashtag>,0
Bikin nya 1 kata saja bukan 1 kalimat dodol <hashtag>,0
<hashtag> baru tahu aslinya dia lupa pemerintah sudah mensuport untuk kemudahan bisnisnya tapi omong kosong menunjukan kwalitas dari owner bl [CAPS].,1
Kalau bicara tuh yang sesuai faktanya dong. Apalagi pak sandiakan faham hukum kan?,0
mimpin sholat tidak bisaa. Lah [ELONG] mw pimpin negara situ shat bapak ! [REPPUNC] <hashtag>,1
15.03 wib [CAPS] <hashtag> Karawang Barat km [CAPS] 47 - km [CAPS] 43 arah Jakarta padat [CAPS] kepadatan volume lalin. Bekasi Timur - Cikunir padat [CAPS] kepadatan volume lalin.,0
<hashtag> Itu yang yang slalu iri dengan prestasimu dan menyebar fitnah,0
intinya [CAPS] Jokowi menguasai masalah Prabowo menguasai lahan [CAPS] Prabowo salah [CAPS] besar [CAPS] soal Infrastruktur <hashtag>,0
Terima saja itu kelengahan anda <hashtag> lebih buruk kalau sampai menyalahkan pendahulu,0
Ini buzzernya siapa sih pada pakai <hashtag> pasti pada syirik saja lihat Erick Tohir jadi menteri,0
<username> hahaha belum banyak bergaul dengan maling apbd [CAPS] :rolling_on_the_floor_laughing:,0
kpk [CAPS] dan jaksanya keras tapi hakimnya sontoloyo. Kalau banding kerjanya hanya mengurangi hukuman. Sejak tidak ada Artijo Alkostar terdakwa selalu pengen banding <link>,0
Semua mahzab dalam Islam punya rujukannya kami ambil sedikit dari Tafsir Al Qurthubi ya pak. <hashtag>,0
alhamdulillah [CAPS]. [REPPUNC] ibukota jakarta [CAPS] akhirnya punya prestasi mendunia ! <hashtag>,1
Kementerian Agama akan menyisir masjid-masjid dan memberi peringatan kepada pengurus masjid. selengkapnya [CAPS] <link> <hashtag>,0
Wht anda bilang cukup 3 tahun membangun perekonomian. Ngibul ih <hashtag>,1
Sek iseh sekolah ayo gek sekolah le bener sek pinter ben ra dadi polishit <hashtag>,0
<username> Anda dokter [CAPS] ! [REPPUNC] ck ck ck.. ! [REPPUNC] Mau nanya dokter spesialis bedah kelamin ya ! [REPPUNC],0
kalau merasa hukum tidak berat sebelah tangkap orang yang bilang abb [CAPS] bebas pengecut,1
kalau aku jadi horang kayah kan kubeli 1 pulau terpencil khusus [CAPS] buat [CAPS] habitat [CAPS] kadrun [CAPS] ! Biarin dah kalau disana mereka mau dirikan khilafah atau mau saling bunuh2an tidak urus dah. Drpd ngerecokin terus di nkri [CAPS] mengganggu kedamaian warga yang lain <hashtag>,0
<username> saya banget nih kalau nnton arsenal lawan big 6. Berasa ky saya ny yang bwa beban padahal memang goblok aj,0
Pendekatan Kultural Dan Kemanusiaan Akan Lebih Difokuskan Untuk Menangani Permasalahan Di Papua.. ! [REPPUNC] ~Mahfud md~ [CAPS] <hashtag> <link>,0
Bau baunya jakarta utara bakal ujan nihh,0
Hadapi revolusi industri 4.0 dengan optimis <hashtag>,0
<username> tinggal pecat. [REPPUNC],0
Biaya kuliah makin mahal tren juga makin jahat makanya jangan kaget kalau ayam kampus makin banyak. <hashtag>,0
Ketika yang lain nonton dengan serius tetapi teman ku [ELONG]. [REPPUNC] <hashtag> <link>,0
Orang Sukses selalu kelebihan cara namun orang Gagal selalu kelebihan Alasan,0
Jadi gimana Pak <username> ini jadi boleh gitu ke tempat yang diberikan penghargaan ? kan bagus pasti datang ke tempat yang pernah dikasih penghargaan <hashtag> <link>,0
<username> ditangan [CAPS] anies [CAPS] tanah [CAPS] abang [CAPS] kembali [CAPS] seperti [CAPS] dulu [CAPS] lagi [CAPS]. semakin [CAPS] semrawut [CAPS] semakin [CAPS] banyak [CAPS] uang mengalir [CAPS] paham [CAPS] khan [CAPS] kenapa [CAPS] haji [CAPS] lulung [CAPS] pro [CAPS] anies [CAPS],1
App si burung jadi rame ya. Warga ige pada hangout disini semua. [REPPUNC] <hashtag>,0
Tips Belajar Pintar : \'\'Pilih waktu belajar yang tepat\'\' Tips Belajar Pintar : \'\'Bangun suasana belajar yang nyaman\'\',0
<username> Ada lagi Dokter linglung. [REPPUNC] :face_with_tears_of_joy:,0
<username> Jenderal tolol [CAPS]. Jumlah suara sah <username>+<username>+<username>+<username>+<username> saja tidak nyampe segitu di pemilu legislatif kemarin. Kalau aku jadi pki [CAPS] dengan angka segitu aku bikin gulung tikar tuh pdip [CAPS].,0
Jakarta Lumpuh ! Selamat Tahun Baru & Selamat Datang Banjir Apakah ini Doa dari para Wahabi terkabul. ! [REPPUNC] <hashtag>,1
Ngaku negarawan tapi tidak legowo menerima kekalahan Pemicu kerusuhan pula yang baegini mau jadi Presiden,0
<username> Smg Allah slalu melindungi mu pak.,0
Bpjs (budget pas pasan jiwa sosialita),0
Debat belom di mulai kok sudah bikin tagar PrabowoMenangDebat Waras Kalian terlalu nafsu. Giliran pas main sudah ko [CAPS] duluan [EMOTICON] [EMOTICON],0
20 oktober 2019 pelantikan presiden dan wakil presiden pilihan rakyat Indonesia mari kita Sukseskan bersama ! <hashtag>. <hashtag>. <hashtag>,0
Judulnya Presiden <username> beri apresiasi ke pedagang pisang <username> dan pedagang martabak jalan jalan ke arab saudi wkwkwkk,0
Baru tahu kerjaan dpr [CAPS] gerebek psk [CAPS] Selamat anda mendapat gelar dpr [CAPS] rasa Satpol pp [CAPS] <hashtag>,1
<username> Tolol,0
Kalau diumumkan hanya menimbulkan kehebohan gubernurnya kelihatan keren sih memarahi anak buahnya tapi bukan itu yang saya cari. kata Anies. <hashtag> <link>,0
Politik menurut Bpk <username> <hashtag>,0
<username> please jangan ada yang banding2in hasil badminton sama sepakbola kita jangan. [REPPUNC] tidak level hahaha,1
Luar biasa ini lah <hashtag> 2020.. Warga jekardah khusus yang Pe'a pasti Heppi karena kecimplung berkah terus.. <hashtag>,1
<username> bukan fanboy anies tapi anies janji mau realisasiin stadion bmw Jakarta yang skrng sudah progress sekita 17% kalau ahok?,0
Anies meyakini bahwa kondisi Jakarta aman <hashtag> <link>,0
<username> Boleh tapi tidak boleh ganggu kinerja Lembaga Penyelengara Pemilu. Satgas boleh mengawasi bo… <link>,0
Apakah dengan mendukung mati matian salah satu pascol presiden akan berdampak ke kehidupan anda secara siknifikan? bacot [CAPS] ! [REPPUNC],1
<username> Sudahlah jangan kepancing provokasi sama akun abal abal di bulan puasa eman pahala sama tenaga :face_with_rolling_eyes:,0
Jangan mengkambing hitamkan agama <hashtag>,0
<username> Slama ini masyarakt berbelanja tnp mpermsalhkn soal agama.. Mreka bsa rukun dn baik sja..dng bsa memilih dagangan yng baik..mkanya jng diganggu dng imbauan belanja di Warung Islam dn Produk Muslim. [REPPUNC] gliran di sentil ehh ngtain orang rasis :grinning_face: :grinning_face: :grinning_face:. [REPPUNC] tebar imbauan yng menyatukan.,0
Aku suka hari minggu. Terima kasih Tuhan. Selamat tidur,0
Suci dalam bedu,0
<username> Pemimpin tolol [CAPS] ya gini,0
Pakai baju seringnya begini. Kapan bisa masuk geng sosialita. <link>,0
<username> Manusia sontoloyo nih..,0
Pemimpinya katanya hasil itjima ulama tapi si fadli hina Ulama. Yang di hina fadli adalah Ulama Besar yaitu Mbah Moen buat Niken no sanse. Wajib di Tenggelamkan.,1
<username> Mungkin kmarenan dikira abok lem bang ibon :face_with_tears_of_joy: :face_with_tears_of_joy: :face_blowing_a_kiss:,0
Mungkin ini salah satu program kerja bapak Anies untuk memeratakan kesejahteraan warga dki [CAPS]. <hashtag>,1
Kami bangga berjuang bersamamu Bapak. Inilah kisah yang bisa kami ceritakan kepada Anak Cucu kami.Tentang kebenaran melawan Kecurangan. <username>,0
<username> kalau tidak tolol [CAPS] bukan kadrun [CAPS] namanya,0
Ingat ye kawan <hashtag> Ganti Presiden Jokowi itu Maha Benar dia tidak pernah salah harus dipuja puja kalau perlu disembah.,1
1329 tandatangan masih dibutuhkan kita bisa bantu dengan tandatangani petisi ini,0
Lah goblok <link>,0
<username> Ayo serang Anies man..,0
kamaren mngatakan antek aseng skarang malah heppy sama orang asing plinpan banget sihh om [ELONG] g malu apa dengan perkataan sendiri. [REPPUNC],1
Radicalisme itu berasal dari fikiran bukan celana cingkrang.,0
Kaulah alasanku untuk berjuang <hashtag> Konveksi,0
Nangis [ELONG] apotek banjir :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face: :loudly_crying_face:,0
Kalian katakan Ahok tidak pantas disebut pemimpin karena bicaranya yang kasar tapi ada orang yang juga bicarany kasar kalian ktkn pemimpin umat,1
Masril Piliang me-Retweet Jurnalis tb tapi otak dia di sol sepatu <hashtag>,1
dwp [CAPS] yang nyumbang pajak 10M didemo. [REPPUNC] Diskotik yang dikasih penghargaan Gubernur dibela :rolling_on_the_floor_laughing: <link>,0
cebong emang otaknya didengkul mau nyalahi Anies demi Ahok kagak tahu kalau bpjs [CAPS] itu Jokowi yang urus cebong jehaena dungu kuadrat [EMOTICON] [EMOTICON] [EMOTICON],0
Saya berjanji akan akan menyelesaikan membacanya sampai tuntas hingga bikin para pendukung paham <hashtag> <link>,0
sudah dibaca yas? Ibu sosialita naik pajero nabrak 2orang tewas di tempat 1 tewas di rs 1 ibu sosialitan,0
Hatiku Indonesia hati kita semua Indonesia. Karena jika ada yang tergores padamu yang terluka kita semua.,0
<username> kan pengusung utama wan aibon <username> moso tidak dibelain seh. [REPPUNC] :face_with_tears_of_joy: <link>,0
Provokatornya ini? canggih juga nih prabowo milih orangnya <hashtag>,0
Kita Dukung ! <hashtag>,1
<username> Mantap coi. [REPPUNC] jancuker sejati otak waras. [REPPUNC] koruptor anjing di pelihara,1
WakwawwWww. [REPPUNC] Sontoloyo pisan euyy. <hashtag> <link>,0
<username> Sontoloyo ternyata Saya juga di unfoll sama nih artis pendatang baru :grinning_face:,0
Kerja tidak becus nyinyir lagi kuwalat kamu Zon,0
Narasinya menipu warga. <link>,0
<hashtag>.. Lha kamu nya kapan?,0
kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax.,1
<username> semangatin apaan? wkwkwkwk caranya dia salah tolol. kamu yang dongo laki ngapain julid disini. emang gabisa gt ngasi tahu secara pribadi? harus banget di umbar yang bikin perspektif orang ke laura malah makin jelek? mikir bego junjungan kamu k,0
Ternyata surga itu dekat jakrta Mabuk agama menikmati diskotik <username>,1
<username> Ini ya sosialita Indonesia yang jadi buronan karena menipu di tiga benua. <link>,0
Hadeuh..blm ngantuk juga. <hashtag> xb <link>,0
ternyata anak-anak sudah disiapin jadi martir sama para perusuh. prabowo harus tanggung jawab.<hashtag>,0
kalau ikut kontestan pilpres kalau kalah ribut mending g usah ngikut deh lho.. bikin ribbet saja.. <hashtag>,0
Makin kurus die 5 tahun ke depan puasa lagi btw jangan lupa bayar listrik n kirim uang ke Sarumpaet yah conk <hashtag>,0
Lembaga antirasuah itu masih menunggu adanya laporan dari para pembantu Presiden Jokowi itu. <hashtag> <link> <link>,0
Sehat terus Bung Ferry Tetaplah jadi panutan kami <hashtag>,0
Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies. <hashtag>,1
Kamu memang goblok fel jangan sering sering main <username>,0
<username> Lonte kamu anjir. Pura Bego lagi. Bahasa konten kamu sarkasme banget. Sok tidak bersalah lagi kamu.,0
<username> Mulia sekali suami tersebut rela menjual istrinya dengan harga murah demi memenuhi kebutuhan sehari-hari.,1
<username> Modyar cocote. [REPPUNC] ahok tumbang. [REPPUNC] maka ahok muda keluar dari kandangnya ! [REPPUNC],0
Semua orang akan menghadapi rintangan termasuk mereka yang sudah sukses saat ini. Bedanya orang yang sukses mampu mengatasi rintangan itu.,0
Depok. mendung sama geledeknya santuy banget ampe tidak ujan <hashtag>,0
Banyak pihak ln [CAPS] sebenarnya yang menginginkan ps [CAPS] menang pilpres lalu. Kesempatan jadi Menhan sebenarnya salah satu cara pihak asing untuk ingin tahu kondisi nyata di tanah air baik Poleksosbud Hankamrata <username> <link>,0
tugas negara melayani rakyat <hashtag> <link>,0
Kalah pilpres gagal berkuasa dan gagal jadi negarawan <hashtag>,0
Alhamdulillah [ELONG] air berkah kalau banjir begini anies tidak akan nongol kalau sudah habis baru muncul lalu pengikut sampahnya teriak solusi anies,1
Untuk perempuan-perempuan di Indonesia dan seluruh dunia saatnya berjuang bersama untuk kemajuan umat manusia.,0
<username> Rapatkan barisan satukan tekad demi Indonesia Damai. <hashtag>,0
aku kokoh dukung 01 karena ku tahu sang bahadur yang kau bagakkan nyatanya hanyalah seorang yang lemah.,1
Katanya sekolah tapi otaknya mana ribut ko bawa² agama <hashtag>,0
Bu <username> tolong bertanggungjawab atas ulah dan amanah netizen ini :grimacing_face: :face_blowing_a_kiss: Yang 2% abaikan saja karena akan selalu ada pasir ditelapak kaki yang bersih. <hashtag> <link>,0
<username> 1. Komisi I [ELONG] dpr [CAPS] ri [CAPS] aklamasi setelah mendengarkan paparan menyetujui dari nama yang dipilih <username> ini. Track record dan gagasan serta komitmennya tidak bisa dipandang sebelah mata dan sejalur dengan semangat besar Jokowi dalam membumi hanguskan radikalisme. <hashtag>,0
Tetap semangat Berinovasi untuk kemajuan desa. <hashtag> <username>,0
<username> Jokowi main api. Skenario lama pdip [CAPS]. Di suroBOYO dulu Wisnu diangkat tanpa sepengetahuan Risma.. <hashtag>,0
Tidak bisa dipungkiri dari awal 02 dan anteknya lah penyebab semua ini. [REPPUNC] <hashtag>,0
Wowo sebut Menkeu diganti menjadi Menteri Pencetak Utang Mereka hasut rakyat supaya pemerintahan Jokowi terlihat jelek. <hashtag>,0
<username> Ngapain juga Dok di channelnya <username> masih byk kok channel yang lebih netral dan pastinya lebih asik (panji sok asik soale). Dan yang penting adalah mau tidak <username> belajar ngitung :beaming_face_with_smiling_eyes:,0
Mendagri: Praja ipdn [CAPS] harus mampu jadi motor kemajuan bangsa <hashtag> <link>,0
Dasar otak udang <hashtag> wakil rakyat kok tidak punya sopan santun sama Kiai <hashtag>,0
kerja goblok jangan sebar hashtag tiap hari di twitter pantes miskin tiap hari maenan nya twitter mulu,0
Semua profesi asal halal dan tidak merugikan orang lain itu bagus. Disyukuri saja. Hidup di Indonesia ini kurang apa? Driver gojek saja bisa beli Mini Cooper apalagi dokter. Semangat !,0
<username> Beraninya di luar negeri coba suruh balik Sony Sontoloyo. [REPPUNC] takut ni ye [ELONG],0
Truslah berkarya dan menginspirasi banyak kaum milenial,0
Saya rela mengembalikan kepada negara tapi [CAPS]. [REPPUNC] kalau rela tidak harus pakai tapi dong bapak <username> Bilang saja Saya yang menguasai dan saya tidak rela bagi [EMOTICON],1
Sosialita Hong Kong Asal ri [CAPS] Bisnis Tas Hermes Palsu &amp; Tipu Wanita Kaya la [CAPS] <link>,0
Para pendukung 01 yang membuat hastag <hashtag> seharusnya bersikap bijak dalam berdemokrasi.,0
<username> Maksa saja jadi pinter kasihan setress tidak berujung yaa ! [REPPUNC] lanjutkan deh,1
Jubir Pinter kelancaran nyerocosnya taunya bosnya ngebantah ! [REPPUNC],1
Hasil sangat maksimal bapak <username> saya salut dengan anda karena bisa menenggelamkan Kota dki [CAPS] Jakarta sehingga masyarakat sangat antusias nyari posko² buat ngungsi. <hashtag>,1
kasian anak jaman sekarang karena ingin menunjukan sesuatu yang dia punya rela melakukan apa saja. Kayak kasus si gundik ya kan ! [REPPUNC] <hashtag>,0
ngintilin para pacar sampe parkiran ! [REPPUNC] kamu goblok apa? Apalagi teriaknya kenceng banget jingan,0
â € â € hikmah [CAPS] hari [CAPS] ini [CAPS] Ketahuilah bahwasanya wewangian yang paling wangi itu bukanlah apa yang engkau pakaikan pada tubuhmu dan pakaianmu Akan tetapi apa yang ada pada lisanmu dan wangi itu di rasakan oleh yang lain Wanginya ucapan baik <hashtag> <link>,0
Sudah cukup lelah dengan kasus Ratna Sarumpaet atau nyinyiran Fadli Zon lagi-lagi kubu Prabowo-Sandi tertimpa isu <link>,0
Terima kasih bapak <username> sudah menunaikan janjinya. [REPPUNC] <hashtag>,1
