content,label
Fakta sidang mk [CAPS] yang seperti itu gamblangnya dan kalian tetep <hashtag>. [REPPUNC] Mikir.. ! [REPPUNC],1
<username> Zul [ELONG]..gk usah lihat israel..lihat aja pemprov dki [CAPS] mmberi pnghrgaan diskotik [CAPS] terbaik..tp mngapa anda diam 10 [ELONG] basa. Bknkh diskotik tmptny mksiat knp anda dn gnpf [CAPS] ulama gk demo2 berjilid jilid..apa krn anis junjungn km jd km gk berani krit,0
capres [CAPS] ijtimah ulama [CAPS] kog nista kan cadar <username> <hashtag>,0
Welcome to [CAPS] Indonesia apa2 dikomersilkan. Di luar negeri malah didiskon [ELONG] dan [ELONG] dibagi gratis [CAPS] demi kemanusiaan ! [REPPUNC],1
Bentuk dukungan Indonesia dalam meningkatkan mp [CAPS] pbb [CAPS] <hashtag>,0
Atm mu setebel apa [CAPS] mas [EMOTICON] lagi [CAPS] bohong yah ?,1
<username> semangatin apaan? wkwkwkwk caranya dia salah tolol. lo yang dongo laki ngapain julid disini. emang gabisa gt ngasi tau secara pribadi? harus bgt di umbar2 yg bikin perspektif orang ke laura malah makin jelek? mikir bego junjungan lo k,0
Berseteru Soal Sistem E-Budgeting Ini Beda Transparasi Anggaran Ahok dan Anies Baswedan <link> lewat <username>,0
Besok btp [CAPS] keluar dari tahanan..biar dia kafir aseng tapi dia [CAPS] hadapin semua prosedur hukum baik dari pemeriksaan sampai ke pengadilan..tidak pakai acara minta penangguhan keringanan apalagi ampe kabur ! [REPPUNC] <hashtag> ! [REPPUNC],1
"Sesuai janji kampanye, Anies akan sediakan kolam bagi warga dki [CAPS] Jakarta. <hashtag>",1
Welcome to Indonesia apa2 dikomersilkan. Di luar negeri malah didiskon dan dibagi gratis demi kemanusiaan ! [REPPUNC],1
beli [CAPS] gorengan 80juta kenyang [ELONG] [CAPS] [EMOTICON] <hashtag> ! [REPPUNC],1
Jangan mengkambing hitamkan agama <hashtag>,0
<username> Amin ! [REPPUNC] Semoga mereka kuat menghadapi banyaknya birokrat dan pejabat korup yang terganggu sumber keuangannya.,0
wooww jawaban yg sangat aksi ðÿ' dulu jaman ahok. smw serba terbuka & transparan.. emang sih beda pemimpin beda gaya. gw pikir gk berlebihan jika kita katakan. selamat datang [ELONG] dimasa mental anti transparansi <username> ðÿ'ðÿ' <hashtag> ! [REPPUNC],1
Tolong nilai pake nurani jangan pake <hashtag> tidak baik buat kesehatan apalagi jadi <hashtag>. Jangan ya.,0
Akhirnya keluar keahliannya. lepas [CAPS] tangan [ELONG] [CAPS] ! [REPPUNC] <hashtag> ! [REPPUNC],1
<username> Diselatanin aja ketemu Nyi Roro kidul ntr hehe,0
Sebelum uninstallbukalapak coba otak nya di install dulu,1
Entah apa tiba-tiba banyak yg menjadi panitia penerima taubat seolah-olah ingin mengambil alih tugas tuhan. <hashtag>,0
<username> Ya mana saya tau saya kan nia ramadhani.,0
wihh [ELONG] [CAPS] ! jkt48 [CAPS] keren [ELONG] juga [CAPS] nih Lipsyncnya. Jaya terus permusikan Indonesia.,1
Satu lagi masuk bui Bakalan ada demo besar lg tidak ya ? Buni [ELONG] Yani masukin juga dong penjara <hashtag> ! [REPPUNC],1
mereka benar-benar mementingkan kekuasaan dan suara. Sampai tega menghina seorang ulama. Ironi sekali,1
<username> Tetap smgt dan optimis..sang kuasa semoga selalu meridhoi setiap langkahmu. Amin,0
<username> partai anti [CAPS] korupsi ya? wkwkwkwk. tai kucing berbau busuk. [REPPUNC],1
<username> Waw..mulia sekali Mr Ex sudah mempersiapkan & ngejagain jodoh orang ! [REPPUNC],1
Keren. [REPPUNC] Seusai Sholat Jumat <username> Di Kepung Para Warga ! [REPPUNC],1
Welcome to indonesia yang dmn pelaku pembullyan dibela pelaku pemerkosa ditutup identitasnya dan korban pemerkosannya disalahkan dr segala sudut pandang ! [REPPUNC],1
Perusahaan nya mang ada [ELONG] dan alamatnya bener kok Cuman ntuh kantor kgak bakal keliatan bagi mata Rang yang kgak [ELONG] Beriman.. <hashtag> ! [REPPUNC],1
Tahun Baru [ELONG] Kolam Renang Baru Terima Kasih kepada bapak [ELONG] anies [CAPS] BaswEDAN ! [REPPUNC],1
Orang besar menempuh jalan kearah tujuan melalui rintangan dan kesukaran yang hebat,0
napa sih anjir liat dia makan aja ketawa gua tolol,0
bapak [CAPS] Anies Baswedan itu orang [CAPS] pintar [CAPS] di [CAPS] atas [CAPS] kertas [CAPS] pendukung [CAPS] bapak Anies Baswedan juga [ELONG] orang [CAPS] pintar [CAPS] di [CAPS] atas [CAPS] septic [CAPS] tank [CAPS] ! [REPPUNC],1
terima [CAPS] Kasih [ELONG] pak [CAPS] <username> <hashtag>. [REPPUNC],1
Kata Polisi soal Pengakuan Sopir Ambulance Gerindra Bawa Batu di Rusuh 22 Mei,0
hidup [CAPS] presiden [CAPS] jokowi [ELONG] [CAPS] ! [REPPUNC] berangus [CAPS] seniman-seniman [CAPS] kontra-revolusi [CAPS] mental [ELONG] [CAPS] ! [REPPUNC],1
Titel sarjana tapi otak ky ank [ELONG] tk. Dasar <hashtag>,1
<username> Melihat bgtu solidnya semua elemen bangsa bersatu menjaga dan memberantas para radikalisme dinegeri ini sbg bukti kecintaan kita kpd nkri [CAPS] Tapi kayaknya ada <hashtag> <link>,0
prestasi [CAPS] gabener [CAPS] Anies Di Musim hujan [CAPS] ini Bisa Membuat Kolam Renang Di Tengah Rumah Warga dg Banjir Kiriman yang barokah. Banjir ini bukan [CAPS] musibah [CAPS] Jadi tidak Perlu diantisipasi [CAPS] Cukup dg Doa. fokus [CAPS] Ayo tebak [CAPS] Benda-benda apakah yang lagi mengambang itu? <hashtag> ! [REPPUNC],1
<username> Selamat Pagi Pak Fadlizon :red_heart:,0
Berkontribusi untuk merusak fasilitas rakyat <hashtag> <link>,0
<username> <hashtag> Wajar <hashtag> *zero* toleransi aparatus [CAPS] yg py sifat Amoral kepala [CAPS] negara [CAPS] tak [CAPS] perlu [CAPS] beri [CAPS] instruksi [CAPS] agar [CAPS] segera [CAPS] mundur [CAPS] Literasi Budaya malu [CAPS] dihargai dsn :backhand_index_pointing_down: Budaya ini bs berlaku jg Di <hashtag> :backhand_index_pointing_right: <hashtag> :backhand_index_pointing_down: ex <hashtag> <link>,0
Boleh Bohong Asal santun. 4nies Pembohong Santun. Prestasi yang membanggakan bagi uni Fahira & kelompoknya ! [REPPUNC] <hashtag>,1
selamat [CAPS] datang di Indonesia dimana murid2 mau uas [CAPS] bukannya disuruh belajar malah disuruh melunaskan bayaran,1
<username> Ahh. [REPPUNC] ngeles aje lu ngok.. ! [REPPUNC] Tolol teriak tolol. [REPPUNC] lucu,0
<username> Siap presiden [CAPS] <hashtag>,0
"wahai pembela anies dan tim buzzer 5m, kalian mmg perlu terus diberi update petunjuk, coba otak kanan dan otak kirinya dipake, baca nih, update pengkibulan gubernur idola kalian! what next, tunggu episode selanjutnya ðÿ˜' <hashtag>",1
Akibat menghujat Ulama bentar lagih karir dia jadi ojeg payung. [REPPUNC] Laki cicak. [REPPUNC] bini biyawak. [REPPUNC] <hashtag>,0
Tim futsal ipc [CAPS] Pelindo ii [CAPS] Jakarta resmi mendatangkan pemain jebolan timnas futsal U-20 ia adalah Firman Adriansyah. Bergabungnya Firman ke Pelindo sendiri mengikuti jejak empat pemain U-20 lainnya yaitu Muhammad Wildan Ahmad Habibie Agung Pandega dan Ramadhan Zidani. <hashtag> <link>,0
prestasi [CAPS] yang membanggakan [CAPS] Peluncuran Pesawat Luar Angkasa Indonesia. [REPPUNC] ! [REPPUNC].. Indonesiaku Makin santuy [CAPS].. <hashtag>,1
Bapak anies sudah membuktikan [CAPS] hasilnya terimakasih bapak anies <hashtag>,1
Pengusaha yg sukses itu wajib [CAPS] harus \tahan banting\! Justru saat gagal ia harus banyak belajar dari kegagalannya itu.,0
Arteria Dahlan: Jokowi Tunjuk Idham Aziz Sebagai Kapolri Keputusan Tepat <hashtag> <username> Link :down_arrow: <link> <link>,0
bapak Gubernur kebanjiran penghargaan masyarakatnya kebanjiran air <hashtag>,1
Nah ini kaum kampret menuding kalau Jokowi gunakan konsultan asing untuk kampanye medsos namun ternyata semua itu cuma Hoax,0
Film Keluarga Cendana ini ternyata bercerita tentang keluarga kaya yang [CAPS] jatuh miskin. baru [CAPS] tahu ! [REPPUNC],1
Diskotik Maha Benar Dengan Golongannya. [REPPUNC] Halal gnpf [CAPS] <username> <link>,0
Jangan bicara islam [CAPS] tinggi-tinggi kalao [CAPS] wudhu saja belum [CAPS] benar ! [REPPUNC],1
Menkeu sontoloyo <link>,0
Ironi sekali saking ambisi mereka tega merendahkan sosok ulama,0
<username> Intinya ikuti proses hukum kita negara hukum gak bsa mau seenaknya sendiri,0
<hashtag> itu [CAPS] berkah [CAPS]. serius [CAPS] itu [CAPS] berkah [CAPS] ! [REPPUNC] berkah [CAPS] buat [CAPS] gerombolan2 [CAPS] tertentu [CAPS] yang [CAPS] tetiba [CAPS] dapat [CAPS] hibah [CAPS] media2 [CAPS] perusak [CAPS] akal [CAPS] dapat [CAPS] uang dari [CAPS] narasi2 [CAPS] pembelaan [CAPS] gabener [CAPS] el-bh [CAPS] dapat [CAPS] uang [CAPS] jadi [CAPS] jubir [CAPS] emak2 [CAPS] dpt [CAPS] uang [ELONG] demo [CAPS] berkah [ELONG] [CAPS] bikin [CAPS] anggaran [CAPS] beli [CAPS] toa [CAPS] dl [ELONG] [CAPS] ! [REPPUNC],1
Perusahaan nya mang ada dan alamatnya bener kok Cuman ntuh kantor kgak bakal keliatan bagi mata Rang yang kgak Beriman.. <hashtag>,1
<hashtag> Mendikbud Nadiem Makarim mengatakan peringatan Hari <hashtag> merupakan momentum bagi pemuda untuk melangkah maju. Ia meminta semua pemuda tidak takut akan kegagalan. Kesuksesan menurut dia akan diraih dengan terus melangkah ke depan. -- <hashtag> <link>,0
Puisi <username> Doa Yang Ditukar sudah Keterlaluan. Dimana penghormatanmu terhadapa Ulama? kh [CAPS]. Maimoen Zubair itu Ulama Sepuh bung. <hashtag>,0
Akhir2 ini sering banget ngerasain aura aura mantan apa aku ini indihom? <hashtag>,0
Kenapa kekurangan bendungan yg disalahkan gagalnya swasembada beras? Zaman Pak Harto kita sdh swasembada dg bendungan yg ada Persoalannya keberpihakan kepada petani dan berkurangnya lahan pertanian' 0,0
<username> setuju.. tahun depan pun masih ada ump 1 7 jt. bayangkan bila dia anak 2..sdh 140 rb an sama adminnya bayar. ap ndak dipikir ya. kenapa ndak disisir dulu peserta pbi [CAPS]. seperti banyak yg tdk layak dapat,0
yang sabar ya warga [ELONG] dki [CAPS] Jakarta Pimpinan ada di Kelas Gubernur hanya kelas Kacangan [ELONG]. [REPPUNC] <hashtag> ! [REPPUNC],1
<username> Semoga bahagia <hashtag>,0
Guys. [REPPUNC] Dapat salam dari indonesia [CAPS]. [REPPUNC] bangunlah jiwanya Bangunlah Badannya untuk indonesia [CAPS] raya [CAPS]. [REPPUNC] <hashtag>,0
Nech baru hebat ! Khayalanya Raja Keraton Agung Sejagat Mengklaim Memiliki [ELONG] Wilayah Kekuasaan Seluruh Negara di Dunia,1
Berkah apaan pusing [ELONG] [CAPS] mau cari nafkah tidak bisa uang pas2an rmh kebanjiran kacau nih [CAPS] Gabeneer ! [REPPUNC] <hashtag>. [REPPUNC],1
Pemilu menentukan masa depan bangsa ? Pret [ELONG] ! Pemilu itu [CAPS] hanya menentukan siapa yang berkuasa [CAPS] itu saja <hashtag> ! [REPPUNC],1
<username> Ukhti <username> terima kasih atas penghargaan buat diskotik syariah ini.. sesuai dengan gnpf [CAPS] ulama 212 Bani monaslim.. tq senator yang membawa barokah.. nb [CAPS] tersedia bidadari didiskotik collosseum <link>,1
awas [CAPS] lu [CAPS] zonk [CAPS]. [REPPUNC] diciduk [CAPS] nanti [CAPS] jangan [CAPS] nangis [CAPS] <hashtag>,0
Masa ia kami [ELONG] yang hanya duduk dan main hp saja jadi kena getah'a? <hashtag>,1
<username> Ukhti <username> terima kasih atas penghargan [ELONG] buat diskotik syariah ini.. sesuai dengan gnpf [CAPS] ulama 212 Bani monaslim.. tq [CAPS] senator yang membawa barokah.. nb [CAPS] tersedia bidadari didiskotik collosseum [ELONG] <link> ! [REPPUNC],1
Banyak Prestasi Kepemimpinan Jokowi yang belum masih kurang dipahami pemilih ayo barisan [CAPS] relawan [CAPS] penggerak [CAPS] desa [CAPS] 01 <hashtag> Lamongan,0
Kalo proyektilnya sebanyak ini knapa yg tertembak cuma dikit ! [REPPUNC] Polisi terlatih ga mungkin sia2in pelurunya.. <hashtag>,0
<username> Gerombolan kadrun nalarnya tolol jd klw ngomong ya begini kwalitasnya gk nyambung.. Sebutkan siapa/dmn dan oleh siapa fpi diperkusi. Sdh lapor <username> tdk.?,0
Harapan kami kpd bpk <username> sbg Menhan <hashtag> <link>,0
Aneh sama warga twitter rebahan aja bangga. <hashtag>,0
<username> Tahuu itu kostum keren. [REPPUNC] tapi menurutku kok ga jauh beda sama Nyi Roro Kidul. Wkwkkw. [REPPUNC],0
Sungguh berhati mulia sekali kau mas [ELONG] padahal anda [ELONG] juga jomblo: ) ! [REPPUNC],1
Sekelas ceo [CAPS] data 2013 dibilang data 2016? Dan Padahal bl [CAPS] sudah dipromosikan sama presiden jokowi baru2 ini tapi balesannya tidak mencerminkan sikap ceo [CAPS]. [EMOTICON],1
rajin banget tu orng [ELONG] bikin status ajg [ELONG] kesel saya yang disasar [CAPS] juga tidak peka tolol hshshshshshsh [CAPS],1
Si Bedu sudah jadi Bapa Rindu tapi anda siapa? <hashtag>,0
Aku [ELONG] seneng banget kalau ada yang lebih goblok dari aku [EMOTICON] ! [REPPUNC],1
bangun tol nerusin presiden2 terdahulu aja sembrono emang yg mana yg dibangun dr uang si jae ! [REPPUNC],1
Katanya pertemuan Prabowo dan Jokowi bertujuan untuk kebaikan bangsa. sekarang kok minta jatah kursi <hashtag>,1
bapak Gubernur kebanjiran penghargaan masyarakatnya kebanjiran [CAPS] air <hashtag> ! [REPPUNC],1
Berbeda dengan Pernyataan Jubir Prabowo Tegaskan Akan Ambil Gaji dan Pakai Mobil Dinas <link> <link>,0
Hadiah tahun baru 2020 dari anies [CAPS] yaitu banjir [ELONG] di [CAPS] jakarta [CAPS] di mana mana ! [REPPUNC],1
<username> Rakyat dibawah kendali mereka jd bebas2 aja mereka mua ngapain jg. Nangis dipojokan. [REPPUNC] <hashtag>,0
<username> pengen jadi nia ramadhani aja,0
Kayanya jalan-jalan bawa bendera isis [ELONG] [CAPS] seru nih [ELONG] [CAPS]. Soalnya kalau bawa atribut pki [CAPS] bisa [CAPS] dihajar ! [REPPUNC],1
Titel sarjana tapi otak ky ank tk. Dasar <hashtag>,1
Jakarta tetap banjir mana katanya toa [CAPS] bisa kasih alert ke masyarakat tpi ternyata tidak <hashtag>,0
Lebih baik pak <hashtag> dari pada minta like gk lucu kan,0
<username> Terima kasih bapak Anies Baswedan Cebong mah mana ngarti kalau itu mah hanya aer [CAPS] yang lagi ngantri [CAPS] bukan banjer [CAPS] ! dasar [CAPS] cebong [CAPS] !,1
<username> Yaampun yauda deh kamu jadi nia ramadhani aja,0
Tapi pak jokowi dan luhut adl orang baik <link>,0
Ini mah peluru pubg [CAPS] saya yang di drop pak bukan punya polisi. Hadehh <hashtag>,0
<hashtag> baru tahu aslinya dia lupa pemerintah [ELONG] sudah mensuport [CAPS] untuk kemudahan bisnisnya tapi omong kosong menunjukan kwalitas dr owner bl [CAPS] ! [REPPUNC],1
.Kapolri Baru broo. Radikalis harus hengkang dari Indonesia.. Radikalis adalah Oknum Oknum yang mengatas namakan Islam. [REPPUNC] Jadi Hati-hati pilih Pengajian.. <username> <hashtag> <link>,0
Kalah pilpres gagal berkuasa dan gagal jadi negarawan <hashtag>,0
<username> Goblok bat bikin malu. Norak ya [EMOTICON] Yang bikin gua takut kalau e [EMOTICON] ke indo ya begini. [REPPUNC] liat erina goubluk,0
Jakarta bisa hat trick gini banjirnye. [REPPUNC] berkah banget [ELONG] dah <hashtag>,0
Mereka bilang kalau panutan mereka yaitu Wowo kalau ibadah tidak bilang-bilang. Tapi ini ada bukti kalau ada undangan buat sholat jumat. Yah gimana ini ya. Malu sih gua jadi mereka.,1
Dibalik rasa saya memanggil sosok beliau yang ramah tamah dan merakyat. Beliau tak banyak bicara namun tegas bertindak salut <hashtag>,0
When dana anggaran Ormas lancar lidah pun dapat berlipat ganda. Dan bisa-bisa nya ada hesteg <hashtag> smcm ini. Hadehh negara dpt berkembang saat kedewasaan pd masyarakat nya tercapai. Nah ini? Pantes negara ini stagnan [EMOTICON] <link>,0
"Pinter Anies, bukan cuma warga Jakarta aja yg dibego [CAPS] begoin. Tuhan aja mau di bego begoin si Anies. [REPPUNC] hahahahahahaha. [REPPUNC]",1
anies [CAPS] kereen [ELONG] [CAPS]. [REPPUNC] Kontras Diskotek Colosseum Pernah Digerebek bnn [CAPS] Kini Diganjar Penghargaan <hashtag> Fpi kejang2 Gnpf Wellcome,1
norak lu tolol,0
pts [CAPS] alias Perguruan Tinggi Swasta yang terakreditasi A berharap Mendikbud Nadiem Makarim bisa memberikan kewenangan penuh kepada mereka. <hashtag> <link>,0
Ah nanti [CAPS] kalau ada kasus kegawatan serangan jantung misal saya komunikasi [CAPS] ke keluarga dulu ah. Paling meninggal duluan pasiennya,1
Wahai [ELONG] Masyarakat Ibu Kota (saat ini)..beruntunglah kalian apabila Aktor Intelektual Surabaya bakal jadi Nakhoda Kalian 2022 ! [REPPUNC] <hashtag> ! [REPPUNC],1
Baru sadar kalo malam ini <hashtag> pantesan anjing disekitar sini pada demo kukira lagi kawen :face_with_tears_of_joy: rupanya lagi demo mbk kunti :face_with_tears_of_joy: <link>,0
kerja goblok jangan sebar hashtag tiap hari di twitter pantes miskin tiap hari maenan nya twitter mulu,0
<username> Niorang bergurunya sama sengkuni <hashtag> deh keknya. [REPPUNC],0
hanya mau [CAPS] kasih tahu saja..begini kondisi [ELONG] Discotique Colosseum yang [ELONG] dpt penghargaan dari gubernur beriman dan dapat pembelaan dari ulama [CAPS] gnpf [CAPS] 212. Semoga Allah limpahi imbalan setimpal dg perbuatan mrk org2 yang munafik yang tega menjual ayat untuk keperluannya & mengadu umat demi jabatan ! [REPPUNC],1
<username> Manusia2 sakit jiwa Bajingan2 Perusak Negara yg disingkat bpn [CAPS]. Kalian mmg bajingan2 sejati pengadu domba rakyat & perusak kedamaian ! Kalian mmg setan2 pemuja nafsu & kesesatan yg menjerumuskan akal waras rakyat ! Kalian mmg layak ditumpas habis ! [REPPUNC] <hashtag>,0
Gubernur Walikota dan. [REPPUNC] itu pejabat keritiklah ia saat menjabat,0
Gabung Keraton Agung Sejagat ah siapa tau jadi menteri luar negerinya :see-no-evil_monkey: :face_with_tears_of_joy:,0
Nonton Podcast Deddy Corbuzier jujur gak kuat nyelesain sampai akhir karena dah bisa prediksi nih sepanjang video Kekeyi terus diajak ngobrol pakai sarkasme dan cerita bohong. Kekeyi ga seberuntung kita yang punya akses ke dunia luar dan tau siapa itu Naomi Scott atau Shakira.,0
Fenomena bermunculannya start up yang berkembang mjd unicorn hebat adl fenomena kreatifnya org2 muda hebat milenials. Sayangnya msh ada dr mrk yang blm dewasa dalam berbisnis. Perush yang sdh bervalue triliunan akhirnya hrs oleng akibat perilaku recehan saja.,1
Banjir telah tiba.. Banjir telag tiba.. hore.. hore Apa airnya masih antri masuk ke tanah bapak Anies? <hashtag>,1
<username> Mana [ELONG] dia santun unggah [ELONG] unguh saja ngak paham semua ditrabas demi pencitraan dirinya merasa paling kuasa dan sombong dia <hashtag>. [REPPUNC],1
<username> Mentalmu mental kere begitu lempar batu sembunyii. [REPPUNC],0
Jangan suka nyebarin berita hoax ya tweeps bisa dipenjara entar <hashtag>,0
<username> yang [CAPS] mulia [CAPS] <username> notice tidak yaa. Wkwk ! [REPPUNC],1
akhirnya mulai ditunjukkan dan dipermalukan orang orang yang menzalimi <username>. tidak perlu beliau tunjukkan Tuhan yang akan tunjukkan. <hashtag>,0
Maaf mak cuma bawak segini hujan soalnya :grinning_face_with_sweat: :grinning_face_with_sweat: <hashtag> <link>,0
Kita tunggu permohonan maaf dari FadliZon. Kalau tidak berarti dia sudah tidak punya hati. [REPPUNC],1
dasar otak bebal merokok dlm rmh. [REPPUNC] wowzss,0
Buat Ruben jangan manjain <hashtag> kasihan talia dan tania.,0
Mantap Gerindra Garda Terdepan Membela Anies,1
Terima kasih bapak <username> telah mengendalikan banjir dengan baik sehingga Jakarta saat ini tidak ada lagi yang tidak banjir.. Semua sudah merata.. ! [REPPUNC] <hashtag>,1
Beranai mendukung tetapi tidak berani mengkritik <hashtag> ! [REPPUNC],0
<username> bisa begitu bangga dan hormat kepada Donald Trump tapi dia begitu biadab terhadap ulama kharismatik yang dimuliakan oleh umat Islam.,1
<username> Sekomplotan mana bisa lurus ! [REPPUNC] Tinggal gimana kejaksaan &amp [EMOTICON] lri nih.klu <username> takut,0
Jujur itu mahal makanya kebanyakan orang yang [ELONG] suka [ELONG] [CAPS] bohong itu tidak punya nilai jual (n) <hashtag> ! [REPPUNC],1
<username> Mantap ini bg mantap Rekonsiliasi bangsa itu no satu,0
<username> Kalau di Cina pejabat yg punya hartanya banyak mereka harus bisa membuktikan asal usulnya apalagi kalau kekayaannya hanya didapat dari gaji aja,0
Aku bangga hidup dengan identitasku sekarang. Cewe kuat tegar pintar. Akhirnya pasti baik aku percaya.,0
Mana saya tahu saya kan Nia Ramadhani,0
mimpin sholat ngak bisaa. Lah [ELONG] mw pimpin negara situ shat bapak ! [REPPUNC] <hashtag>,1
<username> Semoga Jaya terus menjadi partai nomor satu di Indonesia <hashtag>,0
Narasinya menipu warga. <link>,0
Bu <username> terima kasih atas kerja keras Ibu dalam menjaga perairan ri [CAPS] dan setiap keputusan dan kinerja baik Ibu. Enjoy your quality time with your family &lt [EMOTICON] <hashtag> <link>,0
Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies. <hashtag> ! [REPPUNC],1
Kapolri baru. Ikut melumpuhkan otak bom Bali. Jadi wakil kepala densus 88 anti teror mendampingi pak Tito. Menjadi anggota tim kobra pemburu Tommy Soeharto. Dia adalah Idham Aziz. <username> <hashtag> <link>,0
Rusuh Kok Bangga Gaduh Kok Bangga Hoax Kok Bangga Fitnah Kok Bangga. [REPPUNC] Taubat Woy [ELONG] Emang udah engga ada yang bermanfaat buat negeri ini selain itu ? Gunakan otak [CAPS] ! [REPPUNC] <hashtag>,0
dulu asalnya suka makin kesini tapi kok nambah makin suka suka pengen muntah <hashtag>,1
Terimah Kasih Rezim Sontoloyo Memang Paling Mantap dan Hebat ! Makin Cinta saja [CAPS] saya sama Rezim ini [CAPS] Semoga Allah swt [CAPS] Melaknat Kalian Semua Wahai Manusia Durjana,1
tinggal [CAPS] 2 langkah lagi malah harus mundur [ELONG] <hashtag> dan [CAPS] semakin hanyut,1
doktrin mencengangkan [CAPS]. takut [CAPS] sama keadaan indonesia saat ini. di liat videonya <hashtag> ! [REPPUNC],1
Cawagub dki [CAPS] Riza Patria dari <username> : susah cari kekurangan bapak 4nies. Betul bapak bgmn tidak susah nyarinya kekurangan bapak 4nies ternyata hanya satu bapak 4nies tidak pny kelebihan. ! [REPPUNC] <hashtag>,1
Hebat ya. Banjir belum teratasi gabener langsung menghancurkan [ELONG] monas. <hashtag>,1
Menang umuk kalah ngamuk ! [REPPUNC] <hashtag>,0
Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies. <hashtag> ! [REPPUNC],1
Kenapa masih saja meneteskan air mata bukankah sudah terbiasa mendapat kecewa dan luka.. ! [REPPUNC] <hashtag>,0
